Company Name
Laser Lamps
Laurus Labs
Laxmi Dental
Laxmi Organic
Layla Textile
Le Lavoir
Le Waterina
Leading Leasing
Ledo Tea
Leela Packaging
Lehar Footwears
Leo Dryfruits
Lexus Granito
Libas Consumer
Liberty Oil Mil
Libord Finance
Lifeline Drugs
Likhami Consult
Lilac Power
Linc
Linear Industri
Linkhouse Ind
Lippi System
Lloyd Rock
Lloyds Finance
Loha Ispat
Lok Housing
Longspur Int
Lord Krishna
Lords Ishwar
Lotus Chocolate
Low Volatility
Ludlow Jute
Lumax Auto Sys
Luminaire Tech
Lupin Labs
Lympha Labs
Lynx Optics Ltd
Lypsa Gems
M K Securities
M S Shoes East
MAGNUM-RE
MANAV-RE
MANGIND-RE
MARKO-RE
MB Industries
MCC Investment
MCX India
MFINNCD1B
MFL Housing Fin
MFLNCD1
MGEL-RE
MIC Electronics
MID LIQ 15
MITCONPP
MKP Mobility
MLG Industries
MM FS - RE
MMS Infra
MO Midcap 100
MO Nasdaq Q50
MO Nifty200Mom
MOCAPITAL
MODERN-RE
MOHEALTH
MOLOWVOL
MONIFTY500
MP Agro
MPDL
MPL Plastics
MRF
MRPL
MS Shoes
MSL Industries
MSTC
MTNL
MURAE-RE1
MVL
Maa Jagdambe
Maan Aluminium
Mac Hotels
Mach Conference
Mack Trading
Macpower
Madalsa Intl
Madhav Marbles
Madhucon Proj
Madhur Capital
Madhusudan
Madhusudan Sec
Madhya Pradesh
Madras Fert
Madras Motor
Maegaware Comp
Mafatlal Dyes
Mafatlal Spg
Magan Ind
Magic Trading
Magna Electro
Magnetix
Magnus Rubber
Mah Explosives
Mah Seamless
Mahaan Foods
Mahadev Ind
Mahalaxmi Rub
Mahan Ind
Maharashtra Ele
Mahaveer Info
Mahavir Ind
Mahendra Suitin
Maheshwari Prot
Mahindra Comp
Mahindra Life
Mahindra Ugine
Maiden Forgings
Maitreya
Majestic Ind
Makers Labs
Malabar Buildin
Malhotra Steel
Malu Paper
Malwa Cotton
Man Industries
Manaksia
Manaksia Steels
Manas Propertie
Manbro Ind
Mandu Indus
Mangal Finance
Mangalam Drugs
Mangalam Organ
Mangalam Vent
Mangalwedhe Sun
Manipal Finance
Manjushree Tech
Manoj Ceramic
Manor Floatel
Manpasand Bever
Mansarovar Bot
Mansinghka Oil
Manugraph Ind
Maplle Infra
Maral Overseas
Marco Cables
Mardia Extrusio
Marg
Margo Finance
Marine Cargo
Maris Spin
Markolines
Marnite Polycas
Marson's Textil
Maruti Carbo
Maruti Interior
Maruti Sec
Marvel Capital
Marvel Vinyls
Mask Investment
Master Chemical
Master Trust
Mastershare
Mathew Easow
Matrimony.com
Mauria Udyog
Max Alert Syste
Max Healthcare
Max Ventures an
Maximus Interna
Maxworth Count
Maya Agro Prod
Mayank Cattle
Mayur Floorings
Mayura Alloys
Mazda Enterpris
Mazda Lease
Mcnally Bh Engg
Medi Assist Hea
Mediaone Global
Medico Intercon
Medinova Diag
Meenakshi Steel
Mefcom Agro Ind
Mega Corp
Mega Nirman
Megastar Foods
Meghna Infracon
Mehai Technolog
Mehta Integrate
Mehta Sulfites
Meltron Semi
Menon Pistons
Mercard Ltd
Mercury Fund Ma
Mercury Trade
Merry Sharefin
Mesco Pharma
Metal Box India
Metalyst Forgin
Metro Brands
Metropoli Overs
Mewar Marbles
Micro Forge
Micro Tech
Micropro Soft
Midas Infra
Mideast Integra
Midfield Ind
Midland Polymer
Midwest Gold
Mig-Weld
Mikado Textiles
Milestone Org
Milk Special
Millennium Beer
Milton Industri
Minaxi Textiles
Minda Finance
Mindteck
Minhas Steels
Minolta Finance
Mipco Seamless
Mirae HangSeng
Mirae Nifty50
Mirae NiftyLow
Mirae NiftyNext
Mirae SP 500
Mish Designs
Mishra Dhatu
Misquita Engine
Mitsu Chem Plas
Mittal Life Sty
Miven Machine
Modern Cement
Modern Eng
Modern Insulato
Modern Syntex
Modi Hoover
Modi Rubber
Modi's Navnirma
Modistone
Moh Granites
Mohit Ind
Mohota Ind
Moksh Ornaments
Mold-Tek Pack
Monalisa Info
Monatana Intern
Moneyboxx Finan
Monotype India
Montari Ind
Moolchand Expor
Moongipa Capita
Morarka Finance
Morgan Stanley
Morinda Oversea
Moser Baer
Mothercare
Moti Electric
Motisons Jewell
Motorol Oils
Mount Shivalik
Moving Picture
Mrinal Texturis
Mudit Finlease
Mufin Green
Mukati Transfor
Mukesh Steels
Mukka Proteins
Mukund Engg
Multi-Arc India
Multilac Surfac
Munis Forge
Munoth Capital
Murablack
Music Broadcast
Muthoot Finance
Muzaffarnagar
My Mudra Fin
Mysore Kirloska
Mystic Electr
N1NSETEST
NABARDSR2D1
NAGREE-RE
NARMA-RE
NAYSAA-RE
NBCC (India)
NCC Blue Water
NCL Marbles
NCLRESE-RE
NDA Securities
NDR InvIT Trust
NECCLTDPP
NELCO
NEPC India
NFL
NGIL-RE1
NGL Fine Chem
NHIT
NIBE
NIEHF
NIESF
NIFITETF
NIFTY 100 LIQ
NIFTY 50 USD
NIFTY COMM
NIFTY DIV OPPS
NIFTY MIDSML 40
NIFTY PVT BANK
NIFTY SMLCAP 10
NIFTY100EW
NIFTYQLITY
NIPP Nifty Ind
NK Industries
NMDC FPO
NOCIL
NR Agarwal
NRB Industrial
NTC Industries
NTPC Green Ener
NV20
NXTDIGITAL RE
Nacl Industries
Nagarjuna Ag
Nagarjuna Fin
Nagarjuna Oil
Nahar Capital
Nahar Intl
Nahar Sugar
Nakoda
Nakshatra Infra
Nalin Leasing
Naman In-Store
Namtech Electro
Nandani Creatio
Naperol Invest
Naraingarh Suga
Narbada Gems
Narmada Cement
Narmada Macplas
Natco Pharma
Nath Industries
National Fittin
National Ind
National Plasti
National Steel
Natraj Proteins
Natural Cap PP
Natural Expo
Naturite Agro
Nava Bharat Ent
Naveen Textiles
Navin Fluorine
Navketan Merch
Navsari Cotton
Nedungadi Bank
Neelkanth Motel
Negotium Int
Neha Proteins
Neo Intex Mills
Neopolitan Pizz
Nephro Care Ind
Nestle
Net Axis Soft
Netflier Finco
Nettlinx
Netweb
Network People
Nevtia Spinners
New Era Urban
New Light Appar
New Swan
Newgen Software
Newtime Infra
Next Mediaworks
Nexus Select
Nexxoft
Nicco Corp
Nidan Lab
Nifty FMCG
Nifty IT
Nifty Midcap
Nifty Pharma
Nihonirman
Nijjer Agro
Nikki Global
Nila Infra
Nile
Nilsin Ultrache
Nimbus Ind
Nipp EquityHyb
Nipp InfraBeES
Nipp Nifty 50
Nipp Nifty PSU
Nipp Nifty50 Sh
Nipp NiftyBank
Nipp NiftyPhar
Nipp SPBSESen
Niraj Cement
Nirajpetro
Nirlon
Nirman Agri
Nirmitee Robot
Nisha Synthetic
Nissan Copper
Nitco
Nitin Spinners
Niva Bupa Healt
Nivyah Infra
Noble Bros Impe
Noida Medicare
Norris Medicine
North Star Gems
Northern Spirit
Northsug
Nova Agritech
Nova Iron
Nova Surgikos
Novartis India
Novopan
Nse midcap
Nu-Tech Agros
Nucleus Softwar
Nukleus Office
Numero Uno
Nutech Global
Nuvama Wealth
OCCL
ONGC FPO
ORCHASP
ORIENTAL AROMAT
Oasis Infotech
Oasis Textiles
Oberoi Realty
Ocean Knits Ltd
Oceanic Foods
Octal Credit
Octavius
Odisha Cement
Odyssey Video
Ojas Techno
Ola Electric
Olympia Capital
Olympic Fin Ser
Om Sindhoori
Omax Autos
Omega Ag-Seeds
Omfurn India
Omkar Special
Omnipotent Ind
Omnitex Ind
One 97 Paytm
One Point One S
OneSource Ind
Onix Solar
Ontrack Systems
Opal Industries
Optel Telecom
Opto Circuits
Orbit Exports
Orde Textiles
Organic Coating
Oricon Ent
Orient Cement
Orient Fabritex
Orient Info
Orient Press
Orient Trade
Oriental Hotels
Oriental Remedy
Origin Agrostar
Oripro
Orissa Extrusio
Orissa Luminair
Orissaa Organic
Orpine Systems
Orton Synthetic
Oseaspre Con
Osho Ceramics L
Osian Chemicals
Oswal ChemandFe
Oswal Minerals
Oswal Yarns
Otoklin Plants
Ovobel Foods
Oxford Ind
P M Telelinnks
P S Raj Steels
P and G
PAE
PAKKA
PATINT-RE1
PBA Infra
PCBL Chemical
PCS
PERF-RE
PG Foils
PI Industries
PKH Ventures
PLPHAR-RE
PMCFIN-RE
PNB Gilts
PNB Rising 1994
PNC Infratech
PPAP Automotive
PRO CLB GLOBAL
PROFIN-RE
PS IT Infra
PSP Projects
PTC Industries
PVR INOX
Pace Automation
Pacific Ind
Pact Industries
Padmanabh Alloy
Pagita Leasing
Palash Securiti
Palm Jewels
Palsoft Infosys
Pamwi Tissues
Pan Auto
Pan Electroncis
Pan India Resor
Panache Digilif
Panasonic App
PanasonicCarbon
Panchsheel Org
Panjon
Pankaj Polymers
Pansari Develop
Panyam Cements
Par Drugs
Paradeep Pariva
Paragon Finance
Paramatrix Tech
Paramount Cosme
Paramount Speci
Paras Petro
Parekh Aluminex
Parenteral Drug
Pariksha Fin-In
Parke Davis
Parmanand Merc
Parmeshwar Meta
Parnax Lab
Parrys Sugar
Parsoli CapandF
Partap Ind
Parvati Sweet
Paschim Petro
Pashupati Seo
Pasupati Fabric
Pasupati Spin
Patanjali Foods
Patel Food Prod
Patel On-Board
Patels Airtemp
Patni Computer
Patron Exim
Patwidecom
Paushak Ltd
Pawansut
Pearl Engg Poly
Pearl Green Clu
Pecos Hotels
Pelatro
Pennar Aqua Exp
Pennar Paterson
Penta Gold
Pentagon Global
Pentasoft Tech
Perfect Infra P
Peria Karamalai
Persian Carpet
Pervasive Comm
Petro Carbon
Pettavaittalai
Pfizer
Phar East Labs
Pharmaids Pharm
Phelix Applianc
Phoenix Elect
Phoenix Mills
Photon Capital
Picturehouse
Pil Italica
Pincon Spirit
Pioneer
Pioneer Cashew
Pioneer Product
Piramal Glass
Piramal Phytoca
Pithampur Steel
Pittie Finance
Pix Transmis
Plama Labs
Platinum Corp
Platinumone
Pochiraju Ind
Poddar Pigments
Polar Ind
Polaris Consult
Polson
Polychem
Polylink Polyme
Polyplex Corp
Polytex India
Ponni Sugars(E)
Poojawestern Me
Poonam Rasay
Popular Estate
Porwal Auto
Power Grid FPO
Power and Instr
Powerflow Ltd
Powersoft Glob
Prabhat Dairy
Prabhhans Ind
Pradeep Metals
Pradip Overseas
Praj Industries
Prakash Fotran
Prakash Solvent
Pramada Finvest
Pranavadity Spg
Prataap Snacks
Pratibha Ind
Praveen Prop
Praxis Home-RE
Precision Camsh
Precision Metal
Preeti Sec
Premier Aqua
Premier Energie
Premier Housing
Premier Pipes
Premier Protein
Premier Tubes
Premium Ind
Premkutir Estat
Presha Metall
Presstonic
Prestige Foods
Pretto Leather
Preyanshu Ind
Prima Agro
Prime Capital
Prime Industrie
Prime Property
Prime Tea Plant
Primus Chemical
Prism Info
Prism Mills Ltd
Prithvi Exc
Pritika Auto
Privi Special
Priyadarshini
Procter Gamble
Progrex Venture
Promact Impex
Prosoft Systems
Protech Circuit
Protochem
Prozone Realty
Prudential Cap
Prudential Sri
Pudumjee Ind
Pulz Electronic
Punj Anand Lamp
Punj Lloyd
Punj Tractors
Punjab Lease
Punjab and Sind
Puravankara
Purity Flex Pac
Purple Finance
Purv Flexipack
Pushpanjali Rea
Pyramid Saimira
Pyxis Techno
QMS Medical
QUASAR-RE
Quadrant Future
Qualitek Labs
Quality Index
Quality RO
Quantum Digital
Quest Financial
Quicktouch Tech
Quintegra Solut
R J Bio-Tech
R M Drip Spri
R.G. Ispat Ltd
RACL Geartech
RAINBOWF-RE
RAPINV-RE
RB Denims
RBZ Jewellers
RCS Vanaspati
RDB Real Estate
REI Six Ten
RFLNCDO2C3
RHI Magnesita
RIR Power Elect
RKB Agro Ind
RLF
RN Paper
RNRL
ROADSTAR
ROSE MERC
ROX Hi-Tech
RPG Cables
RPP Infra PP
RPSG VENTURES
RR Securities
RS Petrochem
RSD Finance
RSWM
RT Exports
RUDRAECO
RUSHI-RE1
Raajratna Metal
Raasi Cement
Raasi Refract
Radan Multimedi
Radhagobind Com
Radhika Jewel
Radhika Synth
Radico Kha Fin
Radiowalla Netw
Raghav Product
Raghu Ind
Raghuvansh Agro
Rahi Chemicals
Raideep Industr
Rain Calcining
Rainbow Denim
Raj Packaging
Raj Rayon Ltd
Raja Bahadur
Rajapalayam
Rajasthan Balls
Rajasthan Gases
Rajasthan Polye
Rajasthan Tools
Rajdarshan Ind
Rajendra Catere
Rajesh Global
Rajesh Solvex
Rajgor Castor
Rajinder Pipes
Rajkot Invest
Rajnish Retail
Rajputana Bio
Rajratan Global
Rajshree Polypa
Rajvebh Elec
Ram Informatics
Ram Ratna Wires
Rama Phosphates
Ramchandra Leas
Ramco System
Ramgopal Polyte
Ramky Infra
Rampur Engineer
Ramsons Project
Rana Sugars
Rander Corp
Rane Engine
Ranisagar Cem
Ranjit Sec
Ransi Cargo
Rapid Fleet
Ras Propack
Rashel Agro
Rashtriya Ispat
Rasoi
Ratan Steels
Rathi Bars
Rathi India Ltd
Ratna Drugs
Ratnamani Agro
Ratnaveer
Rattanindia Ent
Ravalgaon Sugar
Ravi Leela Gran
Ravindra Energy
Ravraj Impex
Raymed Labs
Readymix Constr
Real Strips
Realtime Financ
Recron Syntheti
Redtape
Refex Ind
Refnol Resin
Regaliaa Realty
Regency Diaper
Regency Spin
Regent Ent
Reinz Talbros
Rel Capital Ven
Rel Ind Infra
Reliable Data S
Reliance Broadc
Reliance Home F
Reliance Infra
Reliance Power
Relicab Cable M
Religare Tech
Remi Edelstahl
Remi Sales
Remsons Ind
Rencal Chemical
Renowned Auto
Repro India
Resourceful Aut
Restaurant Bran
Retaggio Ind
Retro Green Rev
Rex Pipes
Rexpro Ent
Rhutu Bearings
Rich Universe
Richfield Fin
Richsilk
Ricoh India
Riddhi Steel
Ridings Consult
Rikvin Floor
Rishab Fin
Rishabh Food
Rishabh Yarn
Rishi Oil
Rishiroop Intl
Rite Zone
Ritesh Intl
Riverdale Foods
Robust Hotels
Rock Hard Petro
Rockland Therm
Rockwool
Rohit Ferro Tec
Rolex Pharmaceu
Rolta
Roni Households
Roopshri Resort
Roselabs
Rossari
Rossell India
Rotoflex Ind
Royal Ind
Royal Sense
Rubber Products
Ruby Mills
Rudra Gas
Runeecha Text
Rupa and Comp
Ruparel Food
Rushil Decor PP
Rusoday Securit
S A Tech Softwa
S H Kelkar
S K Internation
S M Finance
S P Investrade
S V Global Mill
S.S. Infra
SAB Events
SAHANA-RE
SAMOR-RE
SAMSRITA LABS
SANG-RE
SAR Televenture
SARTE-RE
SBC Exports
SBEC Systems
SBI BSE 100
SBI BankingETF
SBI ETF PVT BAN
SBI IT ETF
SBI Mag Express
SBI Mag Rising
SBI Nifty50 ET
SBIBIIINR
SBIBIVR
SBINEQWETF
SBL Industries
SC Agrotech
SCI Land and As
SCVUSCVHCV
SDC Tech
SEACOAST SS
SEMAC CONSULT
SEPC
SEPC-RE2
SER Industries
SFL Industries
SG Global Expor
SGB 2.50% May28
SGB Sr. 6 21-22
SGB212205TR-54
SGB212209
SGBAUG24
SGBAUG29V
SGBDE30III
SGBDEC2512
SGBDEC26
SGBFEB27
SGBFEB32IV
SGBJAN27
SGBJAN30IX
SGBJUL27
SGBJUN27
SGBJUN30
SGBMAR25
SGBMAY25
SGBMAY26
SGBMAY29I
SGBNOV23
SGBNOV258
SGBNOV25IX
SGBNOV26
SGBOCT25
SGBOCT26
SGBSEP24
SGBSEP29VI
SGN Cable
SHADEC-RE
SHARE-RE
SHRERA-RE
SHVJSVC
SI Property
SICBSHCBB
SILVERETF
SIP Industries
SIPTL-RE2
SIS
SIV Industries
SIZEMASTERS
SJBCKJBC
SJHCVJSV
SJS Enterprises
SJVSJVV
SKBSKB
SKF India
SKN Industries
SKP Securities
SKS Textiles
SM Energy
SMC Global Secu
SMIFS LIMITED
SMS Lifescience
SMVD Poly Pack
SOLARA-RE
SP BSE CARB
SP BSE INDIA
SP BSE Metals
SP BSE REALTY
SP BSE TECk
SPA Capital
SPEL Semiconduc
SPIC Organics
SPIL Finance
SPL Industries
SPML Infra
SPPL-RE
SPRIGHT
SPS Finquest
SQL Star
SR Industries
SRESTHA-RE
SRG Securities
SRM Contractors
SRPL Ltd
SRS Finance
SRUST-RE
SSIL
SSPDL
ST Corporation
STC India
STEL Holdings
STF NCD 1RES
STFC NCDI
STFC NCDIV
STI Products
SUPRAPFSL
SUZLONPP
SVC Resources
SVEC Const
SVPCL
SYNOPTICS
Saakshi Medtech
Sabero Organics
Sabrimala Indd
Sadbhav Engg
Sadhav Shipping
Safa Systems
Safari Ind
Sagar Cement
Sagar Silk
Sagar Tourist
Sagility India
Sahaj Fashions
Sahara One
Sahasra Electro
Sai Baba Invest
Sai Jeevadhara
Sai Service
Saianand Comm
Sainik Finance
Saj Hotels
Sakar Healthcar
Sakthi Finance
Sakura Seimitsu
Salasar Ext
Salem Erode Inv
Salona Cotspin
Salzer Controls
Sam Ind
Samana Steels
Sambhaav Media
Samkrg Pistons
Sampann Utpadan
Samrat Ashoka
Samrat Spin
Samtel Elect
Samyak Intl
Sanathan Textil
Sanchna Trading
Sanco Trans
Sandeep Ind
Sandhar Technol
Sandu Pharma
Sandur Manganes
Sangam Finserv
Sangam Processo
Sanghi Ind
Sanghvi Brands
Sanghvi Steels
Sanjivani Agro
Sankhya Infotec
Sanmit Infra
Sanofi India
Sansera Eng
Santosh Fine-Fa
Sanvan Soft
Sapan Chemicals
Saptak Chem
Sarash India
Sarda Energy
Sardar Sarovar
Sarigam Steels
Sarla Credit
Sarthak Metals
Sarvamangal Mer
Sarvottam Fin
Sasken Tech
Sat Kartar Shop
Satellite Info
Sathlokhar Syne
Satia Ind
Satin Credit
Satkar Elec
Satra Prop
Sattva Sukun
Satyam Silk
Saurabh Alloy
Savani Financia
Savita Oil Tech
Sawaca Comm
Sawant Foods
Sayaji Industri
Sbi Mag(Tp94
Scan Steels
Scanpoint Geo R
Schablona India
Schneider Infra
Scintilla Comme
Scooters India
Scotts Garments
Sea TV Network
Seamec
Seasons Textile
Secunbad Health
Secure Earth
Sejal Glass
Selan Explore
Senores Pharma
Servalakshmi
Seshasayee Pape
Seven Hill Ind.
Shah Foods
Shailja Comm.
Shakti Met-Dor
Shalby
Shalimar Agenci
Shalimar Wires
Shamken Multifa
Shangar Decor
Shankara Buildi
Shantanu Sheo
Shanti Educatio
Shanti Pharma
Shantivij Jewel
Sharanam Infra
Sharda Crop
Sharda Solvent
Shardul Sec
Sharon Bio Medi
Sharp Industrie
Sharpscan Print
Shashwat Furnis
Shatrunjay Extr
Shayona Petro
Sheetal Filamen
Shekhawati Ind
Shelter Infra
Shentracon Chem
Shervani Indust
Shez Leathers
Shikhar Leasing
Shilpa
Shin-Ho-Petro
Shine Computech
Shirpur Gold
Shiv Texchem
Shiva Global
Shiva Paper
Shiva Texyarn
Shivalic Power
Shivalik Rasa
Shivam Chemical
Shivani Vanas
Shivkamal Impex
Shoora Designs
Shoppers St-RI
Shraddha Prime
Shradha Terry
Shree Ambeshwar
Shree Bhavya
Shree Digvijay
Shree Ganesh Re
Shree I-Jee Cem
Shree Karni Fab
Shree Krishna
Shree Metalloys
Shree Nath Comm
Shree OSFM
Shree Precoated
Shree Raj Trave
Shree Ram Prot
Shree Rang Mark
Shree Rubber
Shree Shakti
Shree Steel Wir
Shree Tirupati
Shree Vaishnavi
Shree Vindhya
Shreejal Info
Shreeji Phospha
Shreenath Inves
Shreeshay Engin
Shrem Infra
Shri Ahimsa
Shri Aster
Shri Bhagavati
Shri Gang Inds
Shri Ishar Allo
Shri Krishna
Shri Mahalaxmi
Shri Niwas Lea
Shri Rama Multi
Shri Techtex
Shricon Ind
Shriram Agro
Shriram Finance
Shriram Oversea
Shriram Tr-RE
Shruti Synth
Shubham Polyspi
Shukla Data Tec
Shukra Pharma
Shyam Telecom
Shyamkamal Inve
Sibar Auto
Sica Breweries
Siddharth Educa
Siddhartha Supe
Siddhi Vinay Me
Sidh Automobile
Siemens
Sierra Optima
Sigma Solve
Signoria
Sika Interplant
Sikozy Realtors
Silgo Retail
Silicon Valley
Silktex
Silver Oak
Silver Touch Te
Silverton Spinn
Simco Trading
Simplex Infra
Simplex Project
Simran Farms
Sindhu Trade
Singhal Cement
Sintercom India
Sipani Auto
Sirca Paints
Siris
Sita Shree Food
Skip Plastics
Skipper RE
Sky Industries
Skylid Tele
Skyline NEPC
Slone Infosyste
Smart Finsec
Smiths and Foun
Snhehadhara Ind
Snowman Logist
Sobhagya Mercan
Socrus Bio Scie
Softbpo Global
Softrak Venture
Software Tech
Solana Biofuels
Solar Ind
Solarson Ind
Solid Carbide
Solidaire
Solitaire Mach
Som Datt Fin
Soma Papers
Somani Cement
Somani Swiss
Somi Conveyor
Sona BLW
Sonal Adhesives
Sonal Mercant
Sonalis Cons
Sonell Clocks
Sonu Infratech
Sophia Traexpo
Sotac Pharma
Source Ind
South Asian Ent
South East Agro
South Pole Sec
Southern Fuels
Southern Herbal
Southern Ispat
Sovereign Diam
Span Diagnostic
Spandana Sphoor
Sparkle Foods
Sparr Equipment
Spearhead Metal
Speciality Petr
Spectra Ind
Spectrum Talent
Spenta Intl
SpiceJet
Sree Jaya Auto
Sree Rayalaseem
Sreeleathers
Sri Amarnath
Sri Chakra Fina
Sri Ganapathy
Sri KPR Ind
Sri Lakshmi Eng
Sri Nachammai
Sri Sarita Synt
Sri Vajra Gran
Srico Software
Srinivasa Ferro
Srishti Enter
Srivasavi
Sslfinance
StanChart PLC
Standard Chrome
Standard Medica
Stanford Engine
Stanrose Financ
Star Delta Tran
Star Health
Star Prec Elec
Starcom Info
Starlite Compo
State B Bikaner
Steel Exchange
Steel Strips
Steelcast
Stellar Capital
Step Two Corp
Sterling Bio
Sterling H Res
Sterling Kalc
Sterling Webnet
Sterlite Proj
Stiles India
Stone India
Stotz Blacks
Straits Times
Strontium Ferri
Styrenix
Subcapcity
Subh Tex India
Subhlaxmi Expo
Suchak Trading
Sudal Ind
Sudarshan Cem
Suditind
Sugal Damani
Sujala Trading
Sukhchain Cem
Sula Vineyards
Suman Motels
Sumeet Machines
Sumex Chemicals
Summit Sec
Sun Earth Ceram
Sun Pharma Adv
Sun Source
Sunbright Stock
Sundaram
Sundaram Fin RE
Sunday Exports
Sunflag Iron
Sungarner
Sunil Agro Food
Sunil Ind
Suniti Commerci
Sunlite Recycli
Sunrise Asian
Sunrise Oleoche
Sunshine Capita
Sunstar Soft
Supan Syntech
Super Domestic
Super Iron
Super Syncotex
Superior AirPro
Superior Sox
Superstar Dist
Supplementary
Supreme Enginee
Supreme Ind
Supreme Orient
Supreme Telecom
Supriya Pharma
Suraj Estate
Suraj Products
Suraksha Diagno
Surana Solar
Surat Trade
Surgiplast Ltd
Surlux Health
Surya Funcity
Surya Medicare
Surya Roshni
Suryachakra Sea
Suryalakshmi Co
Suryo Food
Suryodaya Invt
Sushil Packagin
Sustainable Ene
Suumaya Ind
Suven Life Sci
Suvidha Infra
Suyog Tele
Svam Software
Swad Industries
Swadha Nature
Swajas Air
Swaraj Engines
Swarnajyot Agro
Swashthik Plasc
Swasti Vinayaka
Swastik Pipe
Swastik Surfact
Sweatamber Stl
Swet-Chem Anti
Swissen Intersp
Switching Tech
Sybly Ind
Sylvania Laxman
Syncom Formula
Synergy Cos
Synfosys
Synthiko Foils
Syschem (India)
Systango Tech
Systematix Sec
TAAL Enterprise
TARC
TATACAP II
TATACOFNCD
TBO Tek
TCI Developers
TCI Industries
TCNS Clothing C
TCS
TEJASSVI AAHARA
TELOGICA
TGB Banquets
TITAGARH
TPCL
TRILIANCE
TT Finance
TTK Biomed
TTL Enterprises
TV TodayNetwork
TVS Autolec
TVS Holdings
TVS Srichakra
Tacent Projects
Tai Industries
Taj GVK Hotels
Talavadi Rock
Talwalkars Fit
Tamboli Ind.
Tamil Nadu Indl
Tamil SteelTube
Tamilnadu Petro
Tanfac Ind
Taparia Tools
Tara Health
Tarai Foods
Tarsons Product
Tasty Dairy Spe
Tata Coffee
Tata Construct
Tata Hydro
Tata Metaliks
Tata Motors DVR
Tata SilverETF
Tata Steel BSL
Tata Steel PP
Tatanagar Brick
Tatia Skylines
Taurus StarShar
Tayo Rolls
Teaktex Process
Tech Mahindra
Techindia Nirm
Technichem Orga
Technocraft Ind
Technopack
Tecil Chemicals
Teerth Gopicon
Tej Infoways
Teknomin Aqua
Teledata Info
Telematics Syst
Temptation Food
Terai Tea Co
Terrascope
Terrygold India
Texmaco Infra
Texplast Inds
Tezpore Tea
Thaai Casting
Thakkers Group
Thambbi Modern
Thangamayil
Thapar Exports
Thapar Ispat
Thaparmilk
The Hi-Tech Gea
The Western Ind
Themis Medicare
Thinking Hats
Thirani Project
Thirumalai Chem
Three M Paper B
Tierra Agrotech
Tijaria Polypip
Tilak Vent. RE
Tilaknagar Ind
Time Techno
Times Guaranty
Timken
Tinna Oils
Tips Films
Tirumala Fuji
Tirupati Fin
Tirupati Ind
Tirupati Starch
Titan Biotech
Titan Intech
Tivoli Const
Todays Writing
Tolani Bulk
Toor Spinners
Torrent Cables
Torrent Power
Tosha Inter
Total Transport
Towels India
Trackparts
Tradewell Hold.
Trans Agro Tech
Trans Freight
Transchem
Transformers
Transindia Lamp
Transoceanic
Transport Corp
Transteel
Transwind Infra
Travels and Ren
Trejhara
Trend East West
Trent (W)
Tri Star Soya
Tribhuvan House
Trident
Trident Techlab
Tridhya Tech
Trilogic Digi
Trina Quebec
Trinity Bio-Tec
Trio Mercantile
Trishakti Ind
Triton Valves
Triveni Enterpr
Trom Industries
True Green Bio
Trywell Intl
Tubetec Seamles
Tulip Finance
Tulive Develop
Tulsyan NEC
Tuni Textile
Turbotech Engg
Tutis Tech
Twilight Litaka
Twinstar Ind
Typhoon Holding
U. Y. Fincorp
UCIL Leasing
UCWL-RE
UFM Industries
UMI Special Stl
UNO Minda
UP Mineral
UPIL
UPL RE
US 64 Bonds
UTI AMC
UTI EQ OPP96
UTI INDEX EQ
UTI MEP 95
UTI Nifty Next
UTI UGS 2000
UTI-US64(CASH)
UTKARSHBNK
UTV Software
Ube Industries
Uday Jewellery
Ugar Sugar Work
Ujjivan Financi
Ultra Wiring Co
Ultramarine
Uma Exports
Umang Dairies
Uni Abex
Unichem Labs
Unicorn Organic
Unified Agro
Unifrax India
Unijolly Invest
Uniliv Foods
Unimin India
Union Quality
Uniphos Ent
Uniply Ind
Uniproducts
Unique Oils Ind
Uniroyal
Unison Metals
Unitech
United Brewerie
United Diagnost
United Heat
United Motors
United Soyaa
United Van Hors
Unitedcarb
Unity Infraproj
Univastu India
Universal Auto
Universal Prime
Universal Vita
Uniworth Text
Upsurge Seeds
Urban Enviro
Urja Global-RE
Usha Financial
Usha Ispat
Usha Microproce
UshaMartin Ind
Usher Agro
Uttam Galva
V L Infraprojec
V R Woodarts
V-Mart Retail
VAL30IETF
VALENCIA-RE
VCCL
VCU Data Mgmt
VEDAVAAG System
VHCL Industries
VIDLI-RE
VINNY-RE
VIP Clothing
VIRYA RESOURCES
VISTA-RE
VKJ Infra
VLIFE-RE1
VMS Industries
VSD Confin
VSKJCSHC
VTM
VVIP Infratech
Va Tech Wabag
Vadilal Enter
Vadivarhe Speci
Vaibhav Global
Vaishnavi Gold
Valiant Organic
Valley Abrasive
Valplus Biotech
Valuemart
Vamshi Rubber
Vandana
Vantage Knowled
Vapi Ent.
Varanium RE
Vardhman Concre
Vardhman Lab
Vardhman Text
Varinder Agro
Varun Cements
Varun Polymol
Varuna Agro
Vasa Denticity
Vashisti Deter
Vasundhara Ras
Vatsa Education
Vaxtex
Vedant Asset
Veedol Corp
Veekayem Fashio
Veer Energy
Veerhealth Care
Vegepro Foods
Velan Hotels
Vels Film
Venkataramana
Venlon Polyeste
Ventron Polymer
Venus Pipes
Venus Sugar
Veranda Learn
Veritas
