Company Name,Scrip Name,URL
Bhagwati Cot,BC09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bhagwaticottons/BC09
Bhagwati Oxygen,BO,https://www.moneycontrol.com/india/stockpricequote/chemicals/bhagwatioxygen/BO
Bhagyashree Lea,BLF03,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bhagyashreeleasingfinance/BLF03
Bhakti Gems,BGJ01,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/bhaktigemsjewellery/BGJ01
Bhanot Const,BCH01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/bhanotconstructionhousing/BCH01
Bharani Oils,BOL,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/bharanioils/BOL
Bharat Commerce,BCI,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/bharatcommerceindustries/BCI
Bharat F Press,BFP,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bharatforgepressindustries/BFP
Bharat Gears,BG01,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatgears/BG01
Bharat Hotels,BH03,https://www.moneycontrol.com/india/stockpricequote/hotels/bharathotels/BH03
Bharat Parenter,BPL02,https://www.moneycontrol.com/india/stockpricequote/bharatparenter/bharatparenteralsltd/BPL02
Bharat Pipes,BPF,https://www.moneycontrol.com/india/stockpricequote/plastics/bharatpipesfittings/BPF
Bharat Seats,BS03,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatseats/BS03
Bharat Thermite,BT01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/bharatthermite/BT01
Bharati Def,BS13,https://www.moneycontrol.com/india/stockpricequote/shipping/bharatidefenceinfrastructure/BS13
Bharti Air PP,BAP,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservices/bhartiairtelpp/BAP
Bharti Hexacom,BHL02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationequipment/bhartihexacom/BHL02
Bhaskar Agroche,BA02,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bhaskaragrochemicals/BA02
Bhawana Steel,BSC,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bhawanasteelcast/BSC
Bhilai Engineer,BEC01,https://www.moneycontrol.com/india/stockpricequote/diversified/bhilaiengineeringcorporation/BEC01
Bhiwani Denim,BDA,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/bhiwanidenimapparels/BDA
Bhor Wavelock,BWI01,https://www.moneycontrol.com/india/stockpricequote/packaging/bhorwavelockindustries/BWI01
Bhoruka Steel,BSS02,https://www.moneycontrol.com/india/stockpricequote/steelrolling/bhorukasteelservices/BSS02
Bhutta Printing,BPA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bhuttaprintingalliedindustries/BPA
Bigbloc Constru,BC19,https://www.moneycontrol.com/india/stockpricequote/bigblocconstru/bigblocconstruction/BC19
Bihar Sponge,BSI04,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/biharspongeiron/BSI04
Bikaji Foods,BFI01,https://www.moneycontrol.com/india/stockpricequote/consumerfood/bikajifoodsinternational/BFI01
Bilati (Orissa),BOL01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/bilatiorissa/BOL01
Bimetal Bearing,BB04,https://www.moneycontrol.com/india/stockpricequote/bearings/bimetalbearings/BB04
Binani Ind,BI10,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/binaniindustries/BI10
Bindal Textile,BTM,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bindaltextilemills/BTM
Bio Green Ind,BGI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/biogreenindustries/BGI01
Biofil Chem,BCP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Biowin Pharma,BPI03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biowinpharmaindia/BPI03
Birla Capital,DI19,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/birlacapitalandfinance/DI19
Birla Cotsyn,BCI03,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/birlacotsynindia/BCI03
Birla Pacific,BPM,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/birlapacificmedspa/BPM
Birla Shloka,BSE24,https://www.moneycontrol.com/india/stockpricequote/computershardware/birlashlokaedutech/BSE24
Birlasoft,KPI02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/birlasoft/KPI02
Bisil Plast,BG04,https://www.moneycontrol.com/india/stockpricequote/packaging/bisilplast/BG04
Bizotic,BC08,https://www.moneycontrol.com/india/stockpricequote/trading/bizoticcommercial/BC08
Bkm industries,MI58,https://www.moneycontrol.com/india/stockpricequote/packaging/bkmindustries/MI58
Bliss GVS,BGV,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV
Blossom Brew,BB05,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/blossombreweries/BB05
Blue Blends,BBI,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/blueblendsindia/BBI
Blue Chip Lease,BCL02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bluechipleasing/BCL02
Blue Cloud,BCS03,https://www.moneycontrol.com/india/stockpricequote/bluecloud/bluecloudsoftechsolutions/BCS03
Blue Diamond,BDS,https://www.moneycontrol.com/india/stockpricequote/financegeneral/bluediamondsecurities/BDS
Blue Pearl Agri,EWF,https://www.moneycontrol.com/india/stockpricequote/bluepearlagri/bluepearlagriventures/EWF
Blue Star Info,BSI05,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/bluestarinfotech/BSI05
Bluegold Mari,BMI,https://www.moneycontrol.com/india/stockpricequote/aquaculture/bluegoldmaritechinternational/BMI
Bobshell Electr,BE04,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/bobshellelectrodes/BE04
Bodhi Tree Mult,BTM04,https://www.moneycontrol.com/india/stockpricequote/bodhitreemult/bodhitreemultimedia/BTM04
Boehringer-Mann,BM02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/boehringermannheim/BM02
Bombay Burmah,BBT,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT
Bombay Metrics,BMS,https://www.moneycontrol.com/india/stockpricequote/groundfreightlogisticsservices/bombaymetricssupplychain/BMS
Bombay Potterie,BPT,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/bombaypotteriestiles/BPT
Bombay Super,BSH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bombaysuperhybridseeds/BSH
Bombay Wire Rop,BWR,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bombaywireropes/BWR
Bondada Eng.,BE11,https://www.moneycontrol.com/india/stockpricequote/diversified/bondadaengineering/BE11
Borax Morarji,BM03,https://www.moneycontrol.com/india/stockpricequote/chemicals/boraxmoraji/BM03
Borosil Sci,BS06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/borosilscientific/BS06
Bosch Rexroth,BRI,https://www.moneycontrol.com/india/stockpricequote/compressors/boschrexrothindia/BRI
Boston Leasing,BLF05,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bostonleasingfinance/BLF05
Brabourne Enter,BE09,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brabourneenterprises/BE09
Brahma Infra,BI28,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/brahmaputrainfrastructure/BI28
Brainbees Solu,BSL06,https://www.moneycontrol.com/india/stockpricequote/brainbeessolu/brainbeessolutions/BSL06
Brandbucket Med,BMT,https://www.moneycontrol.com/india/stockpricequote/media/brandbucketmediatechnology/BMT
Bright Brothers,BB06,https://www.moneycontrol.com/india/stockpricequote/plastics/brightbrothers/BB06
Brilliant Port,BP12,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/brilliantportfolios/BP12
Britannia,BI,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI
British India,BIS,https://www.moneycontrol.com/india/stockpricequote/engineering/britishindiasteels/BIS
Bronze Infra,BI09,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/bronzeinfratech/BI09
Brooks Labs,BL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brookslaboratories/BL
Brushman India,BI24,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/brushmanindia/BI24
Bubna Major Bio,BMB,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bubnamajorbiotech/BMB
Bull Power Sys,BPS,https://www.moneycontrol.com/india/stockpricequote/electricals/bullpowersystem/BPS
Burroughs Well,BWI,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/burroughswellcomeindia/BWI
C P S Shapers,S26,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/cpsshapers/S26
CAMLIN-RE,CFS,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/camlinfinesciencesre/CFS
CARE Ratings,CAR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
CCL Internation,CCL03,https://www.moneycontrol.com/india/stockpricequote/trading/cclinternational/CCL03
CDG PETCHEM,PP31,https://www.moneycontrol.com/india/stockpricequote/packaging/cdgpetchem/PP31
CDSL,CDS,https://www.moneycontrol.com/india/stockpricequote/cdsl/centraldepositoryservicesltd/CDS
CES Limited,SIL13,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ceslimited/SIL13
CF Technologies,CFT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cftechnologies/CFT
CG Consumer,CGC01,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01
CG-Vak Software,CGV,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cgvaksoftwareexports/CGV
CHD Developers,CHD01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/chddevelopers/CHD01
CHEMPLAST SANMA,CS23,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/chemplastsanmar/CS23
CHPL Industries,CHP02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/chplindustries/CHP02
CIAN Agro Indus,UAC,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/cianagroindustriesinfrastructure/UAC
CIEINDIA,MF19,https://www.moneycontrol.com/india/stockpricequote/cieindia/cieautomotiveindia/MF19
CIL Securities,CIL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/cilsecurities/CIL
CKFS,CKFSL54264,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkingsfinancialservice/CKFSL54264
CL Educate,CE09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09
CMI,CMI,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/cmi/CMI
CMS Info System,CIS03,https://www.moneycontrol.com/india/stockpricequote/software/cmsinfosystems/CIS03
COFORGE LTD.,NII02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/coforgelimited/NII02
COLAB,JSGLE54286,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/colabplatforms/JSGLE54286
COMP-RE,CIR01,https://www.moneycontrol.com/india/stockpricequote/software/compuageinfocomre/CIR01
CONSUMER,CONSU28969,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/consumer/CONSU28969
CPEC,CPE,https://www.moneycontrol.com/india/stockpricequote/engineering/cpec/CPE
CRB Corp,CRB02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crbcorporation/CRB02
CREDENT GLOBAL,OC11,https://www.moneycontrol.com/india/stockpricequote/credentglobal/credentglobalfinance/OC11
CRESSAN-RE,CSR,https://www.moneycontrol.com/india/stockpricequote/iteducation/cressandasolutionsre/CSR
CSJ Tech,CSJ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/csjtechnologies/CSJ
CTIL,CTI01,https://www.moneycontrol.com/india/stockpricequote/ctil/ctil/CTI01
CUBEINVIT,CUBEI15078,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cubeinvit/CUBEI15078
Cable Corp,CCI04,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cablecorporationindia/CCI04
Cadbury,CI,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/cadburyindia/CI
Calcom Vision,CV,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/calcomvision/CV
Cals Refineries,CR03,https://www.moneycontrol.com/india/stockpricequote/refineries/calsrefineries/CR03
Cambridge Tech,CTE,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cambridgetechnologyenterprises/CTE
Camson Bio Tech,CBT,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/camsonbiotechnologies/CBT
Cana Glass,CG01,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/canaglass/CG01
Canarys,CAL02,https://www.moneycontrol.com/india/stockpricequote/software/canarysautomations/CAL02
Candour Techtex,CT09,https://www.moneycontrol.com/india/stockpricequote/candourtechtex/candourtechtex/CT09
Canopy Sec,CSF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/canopysecuritiesfinance/CSF
Canpep 95,C95,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/canpep95/C95
Cantabil Retail,CRI01,https://www.moneycontrol.com/india/stockpricequote/retailing/cantabilretailindia/CRI01
Canvay Chemical,CC16,https://www.moneycontrol.com/india/stockpricequote/chemicals/canvaychemicals/CC16
Capfin India,CI49,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/capfinindia/CI49
Capital Infra T,CIT02,https://www.moneycontrol.com/india/stockpricequote/transportinfrastructure/capitalinfratrust/CIT02
Capital Trust,CT,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capitaltrust/CT
Capman Financia,CF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capmanfinancials/CF
Caprihans,CI25,https://www.moneycontrol.com/india/stockpricequote/plastics/caprihansindia/CI25
Captain Pipes,CP12,https://www.moneycontrol.com/india/stockpricequote/plastics/captainpipes/CP12
CarTrade Tech,CT12,https://www.moneycontrol.com/india/stockpricequote/automobiledealersdistributors/cartradetech/CT12
Carbon and Che,CC17,https://www.moneycontrol.com/india/stockpricequote/chemicals/carbonche/CC17
Cargotrans Mari,CM,https://www.moneycontrol.com/india/stockpricequote/groundfreightlogisticsservices/cargotransmaritime/CM
Carona,C05,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/carona/C05
Casil Health,CHP,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/casilhealthproducts/CHP
Castex Tech,AI49,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/castextechnologies/AI49
Cat Technologie,CT07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cattechnologies/CT07
Cavalet India,CIL02,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/cavaletindia/CIL02
Ceejay Finance,HP07,https://www.moneycontrol.com/india/stockpricequote/financegeneral/ceejayfinance/HP07
Ceigall India,CIL07,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/ceigallindia/CIL07
Celeste,CI24,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/celesteinternational/CI24
Cella Space Ltd,SSP08,https://www.moneycontrol.com/india/stockpricequote/paper/cellaspacelimited/SSP08
Cellulose Prods,CPI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/celluloseproductsindia/CPI01
Centennial Sutu,CS02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/centennialsutures/CS02
Central Prov Rl,CPR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centralprovincesrailwaycompany/CPR
Centrum Capital,CF09,https://www.moneycontrol.com/india/stockpricequote/financegeneral/centrumcapital/CF09
Century Enka,CE,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/centuryenka/CE
Century Protein,CP03,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/centuryproteins/CP03
CenturyPlyboard,CP9,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Cepham Pharma,CPL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cephampharmaceuticals/CPL02
Chadha Paper,CP08,https://www.moneycontrol.com/india/stockpricequote/paper/chadhapaper/CP08
Chakkilam Info,CI36,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chakkilaminfotech/CI36
Chamak Holdings,CH02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/chamakholdings/CH02
Chambal Brewery,CBD,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/chambalbreweriesdistilleries/CBD
Champdany Ind,CI09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/champdanyindustries/CI09
Chand Vanaspati,CVL,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chandvanaspati/CVL
Chandra Prabhu,CPI02,https://www.moneycontrol.com/india/stockpricequote/trading/chandraprabhuinternational/CPI02
Chankya Investm,CIL04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/chankyainvestments/CIL04
Charminar Gran,CGE,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/charminargranitesexports/CGE
Chartered Cap,CCI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/charteredcapitalinvestments/CCI01
Chatha Foods,CFL05,https://www.moneycontrol.com/india/stockpricequote/consumerfood/chathafoods/CFL05
Chemcel Biotech,CB07,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/chemcelbiotech/CB07
Chemfab Alkalis,CA01,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
Chemiesynth (Va,CHEMI53923,https://www.moneycontrol.com/india/stockpricequote/chemiesynthva/chemiesynthvapilimited/CHEMI53923
Chemox Chemical,CCI02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemoxchemicalindustries/CCI02
Chennai Ferrous,CFI02,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/chennaiferrousindustries/CFI02
Cheran Construc,CCL01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/cheranconstructions/CCL01
Chetak Spintex,CS12,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/chetakspintex/CS12
Cheviot Company,CC04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cheviotcompany/CC04
Chhattar Ind,CIL01,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chhattarindustries/CIL01
Chicago Soft,CSI,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chicagosoftwareindustries/CSI
Chirau Finance,CFI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/chiraufinanceinvestmentleasing/CFI01
Choice Internat,CFS01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/choiceinternational/CFS01
Chokhani Intl,CI10,https://www.moneycontrol.com/india/stockpricequote/shipping/chokhaniinternational/CI10
Choksi Tube,CTC01,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/choksitubecompany/CTC01
Chordia Food,CFP,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/chordiafoodproducts/CFP
Cindrella Fin,CFS02,https://www.moneycontrol.com/india/stockpricequote/cindrellafin/cindrellafinancialservices/CFS02
Cinemax India,CI46,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinemaxindia/CI46
Cipla,C,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C
Citadel Realty,RPP03,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/citadelrealtydevelopers/RPP03
Citizen Info,CI47,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/citizeninfoline/CI47
City Crops Agro,CCAL,https://www.moneycontrol.com/india/stockpricequote/trading/citycropsagro/CCAL
City Online,COS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cityonlineservices/COS
Cityman,C01,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/cityman/C01
Claris Life,CL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/clarislifesciences/CL02
Claro India,CI13,https://www.moneycontrol.com/india/stockpricequote/chemicals/claroindia/CI13
Classic Elec,CE9,https://www.moneycontrol.com/india/stockpricequote/trading/classicelectricals/CE9
Classic Global,CGF,https://www.moneycontrol.com/india/stockpricequote/financegeneral/classicglobalfinancecapital/CGF
Classic Mushroo,CML02,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/classicmushrooms/CML02
Clean Science,CST,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/cleansciencetechnology/CST
Clio Infotech,CI43,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/clioinfotech/CI43
Clutch Auto,CA02,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/clutchauto/CA02
Coastal Corp,CC02,https://www.moneycontrol.com/india/stockpricequote/consumerfood/coastalcorporation/CC02
Coastal Roadway,CR01,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/coastalroadways/CR01
Cochin Balmer,CRB,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/cochinrefineriesbalmerlawrie/CRB
Cochin Shipyard,CS,https://www.moneycontrol.com/india/stockpricequote/cochinshipyard/cochinshipyard/CS
Colorchips New,ME17,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/colorchipsnewmedia/ME17
Comfort Fincap,CF10,https://www.moneycontrol.com/india/stockpricequote/financegeneral/comfortfincap/CF10
Commercial Syn,CSB01,https://www.moneycontrol.com/india/stockpricequote/packaging/commercialsynbags/CSB01
Compuage Info,CI29,https://www.moneycontrol.com/india/stockpricequote/computershardware/compuageinfocom/CI29
Compulink,CS19,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/compulinksystems/CS19
Computer Power,CPI06,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/computerpowerindia/CPI06
Conart Engineer,CE05,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/conartengineers/CE05
Concord Biotech,CB08,https://www.moneycontrol.com/india/stockpricequote/concordbiotech/concordbiotech/CB08
Concord Enviro,CESL,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/concordenvirosystems/CESL
Condequip,CE07,https://www.moneycontrol.com/india/stockpricequote/engineering/condequipeng/CE07
Confro Agro,CA06,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/confroagro/CA06
Consol Fibres,CFC02,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/consolidatedfibreschemicals/CFC02
Consortex Karl,CKD,https://www.moneycontrol.com/india/stockpricequote/machinetools/consortexkarldoelitzch/CKD
Containerway,CONTA54059,https://www.moneycontrol.com/india/stockpricequote/containerway/containerwayinternationallim/CONTA54059
Contil India,CI41,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/contilindia/CI41
Continent Petro,CP06,https://www.moneycontrol.com/india/stockpricequote/lubricants/continentalpetroleums/CP06
Continental Val,CVL01,https://www.moneycontrol.com/india/stockpricequote/engineering/continentalvalve/CVL01
Conway Printers,CP07,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/conwayprinters/CP07
Coral India Fin,CIF02,https://www.moneycontrol.com/india/stockpricequote/financehousing/coralindiafinancehousing/CIF02
Cords Cable Ind,CCI07,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cordscableindustries/CCI07
Core Organics,CO02,https://www.moneycontrol.com/india/stockpricequote/chemicals/coreorganics/CO02
Coromandel Engg,CEC,https://www.moneycontrol.com/india/stockpricequote/engineering/coromandelengineeringcompany/CEC
Coromandel Phar,CPL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/coromandelpharmaceuticals/CPL03
Corporation Bk,CB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/corporationbank/CB
Cosmic CRF,CC12,https://www.moneycontrol.com/india/stockpricequote/ironsteel/cosmiccrf/CC12
Cosmos Apparels,CA03,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/cosmosapparels/CA03
Cosy Mercantile,CML,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cosymercantile/CML
Country Condos,CC28,https://www.moneycontrol.com/india/stockpricequote/countrycondos/countrycondos/CC28
Coventry Spring,CSE,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/coventryspringengineering/CSE
Craftsman,CA04,https://www.moneycontrol.com/india/stockpricequote/engineering/craftsmanautomation/CA04
Cranex,C08,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/cranex/C08
Crazy Infotech,CI35,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/crazyinfotech/CI35
Creative Cast.,CC30,https://www.moneycontrol.com/india/stockpricequote/engineering/creativecastings/CC30
Creative Merch,CM04,https://www.moneycontrol.com/india/stockpricequote/trading/creativemerchants/CM04
Credo Brands Ma,CBML,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/credobrandsmarketing/CBML
Crest Paper,CPM,https://www.moneycontrol.com/india/stockpricequote/paper/crestpapermills/CPM
Crester Sec,CS11,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crestersecurities/CS11
Crimson Metal,SSS04,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/crimsonmetalengineeringcompany/SSS04
Cromakem Ltd,CL04,https://www.moneycontrol.com/india/stockpricequote/engineering/cromakem/CL04
Croslands Labs,CRL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/croslandsresearchlaboratories/CRL
Crown Televisio,CT04,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/crowntelevision/CT04
Crysdale Ind,RI24,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/crysdaleindustries/RI24
Crystal Credits,CCC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crystalcreditscorporation/CCC
Cuddapah Spin,CSM01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/cuddapahspinningmills/CSM01
Cupid Breweries,CT06,https://www.moneycontrol.com/india/stockpricequote/trading/cupidbreweriesdistilleries/CT06
Curefast Remedi,CRL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/curefastremedies/CRL01
Cvil Infra,CVI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/cvilinfra/CVI
Cyanamid Agr,CA05,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/cyanamidagro/CA05
Cyber Media Res,CMR01,https://www.moneycontrol.com/india/stockpricequote/tvbroadcastingsoftwareproduction/cybermediaresearchservices/CMR01
Cyberspace Info,CI07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cyberspaceinfosys/CI07
Cyient,IE07,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07
D P Wires,W01,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/dpwires/W01
D.K. Enterprise,DE07,https://www.moneycontrol.com/india/stockpricequote/packagingpackagingmaterials/dkenterprisesglobal/DE07
DAM Capital Adv,DCA01,https://www.moneycontrol.com/india/stockpricequote/financestockbroking/damcapitaladvisors/DCA01
DAPS Ad,DA02,https://www.moneycontrol.com/india/stockpricequote/media/dapsadvertising/DA02
DBOL,DBO,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampurbioorganics/DBO
DCBDIAB,TREL17802,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dcbdiab/TREL17802
DCL Finance,DCL,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/dclfinance/DCL
DCM,DCM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dcm/DCM
DCM Shriram Ind,DCM03,https://www.moneycontrol.com/india/stockpricequote/sugar/dcmshriramindustries/DCM03
